DateTime, Sensor, Temperature (Celcius), Relative Humidity (%)
2017-04-30 00:00:24 +0800, HTU21D, 24.508366, 72.765366
2017-04-30 00:00:55 +0800, HTU21D, 24.508366, 72.753159
2017-04-30 00:01:25 +0800, HTU21D, 24.512655, 72.718704
2017-04-30 00:01:56 +0800, HTU21D, 24.514801, 72.758705
2017-04-30 00:02:26 +0800, HTU21D, 24.521235, 72.726097
2017-04-30 00:02:57 +0800, HTU21D, 24.555555, 72.561874
2017-04-30 00:03:27 +0800, HTU21D, 24.544828, 72.624352
2017-04-30 00:03:57 +0800, HTU21D, 24.534103, 72.695984
2017-04-30 00:04:28 +0800, HTU21D, 24.527668, 72.728592
2017-04-30 00:04:58 +0800, HTU21D, 24.525524, 72.748100
2017-04-30 00:05:29 +0800, HTU21D, 24.512653, 72.804161
2017-04-30 00:05:59 +0800, HTU21D, 24.506220, 72.842873
2017-04-30 00:06:30 +0800, HTU21D, 24.486914, 72.849129
2017-04-30 00:07:00 +0800, HTU21D, 24.495495, 72.847366
2017-04-30 00:07:31 +0800, HTU21D, 24.506220, 72.812355
2017-04-30 00:08:01 +0800, HTU21D, 24.493349, 72.883659
2017-04-30 00:08:31 +0800, HTU21D, 24.491205, 72.834511
2017-04-30 00:09:02 +0800, HTU21D, 24.493351, 72.845512
2017-04-30 00:09:32 +0800, HTU21D, 24.514801, 72.790749
2017-04-30 00:10:03 +0800, HTU21D, 24.525524, 72.732841
2017-04-30 00:10:33 +0800, HTU21D, 24.516945, 72.752914
2017-04-30 00:11:04 +0800, HTU21D, 24.504074, 72.825760
2017-04-30 00:11:34 +0800, HTU21D, 24.486914, 72.910156
2017-04-30 00:12:04 +0800, HTU21D, 24.471899, 72.993355
2017-04-30 00:12:35 +0800, HTU21D, 24.476191, 72.969582
2017-04-30 00:13:05 +0800, HTU21D, 24.489058, 72.915062
2017-04-30 00:13:36 +0800, HTU21D, 24.486914, 72.969666
2017-04-30 00:14:06 +0800, HTU21D, 24.471899, 73.019295
2017-04-30 00:14:37 +0800, HTU21D, 24.459028, 73.092133
2017-04-30 00:15:07 +0800, HTU21D, 24.448303, 73.101212
2017-04-30 00:15:37 +0800, HTU21D, 24.450449, 73.109161
2017-04-30 00:16:08 +0800, HTU21D, 24.441870, 73.173477
2017-04-30 00:16:38 +0800, HTU21D, 24.439724, 73.167061
2017-04-30 00:17:09 +0800, HTU21D, 24.444016, 73.224159
2017-04-30 00:17:39 +0800, HTU21D, 24.435434, 73.181679
2017-04-30 00:18:10 +0800, HTU21D, 24.431143, 73.167297
2017-04-30 00:18:40 +0800, HTU21D, 24.446159, 73.145134
2017-04-30 00:19:10 +0800, HTU21D, 24.452595, 73.130844
2017-04-30 00:19:41 +0800, HTU21D, 24.454739, 73.117432
2017-04-30 00:20:11 +0800, HTU21D, 24.459028, 73.093666
2017-04-30 00:20:42 +0800, HTU21D, 24.459028, 73.090599
2017-04-30 00:21:12 +0800, HTU21D, 24.450449, 73.124413
2017-04-30 00:21:43 +0800, HTU21D, 24.459030, 73.076874
2017-04-30 00:22:13 +0800, HTU21D, 24.489059, 72.953209
2017-04-30 00:22:43 +0800, HTU21D, 24.486912, 72.951355
2017-04-30 00:23:14 +0800, HTU21D, 24.461172, 73.063461
2017-04-30 00:23:44 +0800, HTU21D, 24.435434, 73.201515
2017-04-30 00:24:15 +0800, HTU21D, 24.422565, 73.254517
2017-04-30 00:24:45 +0800, HTU21D, 24.424709, 73.238052
2017-04-30 00:25:16 +0800, HTU21D, 24.422565, 73.213310
2017-04-30 00:25:46 +0800, HTU21D, 24.420420, 73.241989
2017-04-30 00:26:17 +0800, HTU21D, 24.418274, 73.218773
2017-04-30 00:26:47 +0800, HTU21D, 24.422565, 73.205688
2017-04-30 00:27:17 +0800, HTU21D, 24.426855, 73.223122
2017-04-30 00:27:48 +0800, HTU21D, 24.426853, 73.200226
2017-04-30 00:28:18 +0800, HTU21D, 24.426855, 73.220055
2017-04-30 00:28:49 +0800, HTU21D, 24.429001, 73.199020
2017-04-30 00:29:19 +0800, HTU21D, 24.431147, 73.188660
2017-04-30 00:29:50 +0800, HTU21D, 24.450449, 73.081688
2017-04-30 00:30:20 +0800, HTU21D, 24.469755, 73.015915
2017-04-30 00:30:50 +0800, HTU21D, 24.454739, 73.057922
2017-04-30 00:31:21 +0800, HTU21D, 24.459028, 73.099770
2017-04-30 00:31:51 +0800, HTU21D, 24.478333, 73.015678
2017-04-30 00:32:22 +0800, HTU21D, 24.471899, 73.016243
2017-04-30 00:32:52 +0800, HTU21D, 24.444016, 73.083778
2017-04-30 00:33:23 +0800, HTU21D, 24.435434, 73.109962
2017-04-30 00:33:53 +0800, HTU21D, 24.426853, 73.195648
2017-04-30 00:34:23 +0800, HTU21D, 24.422565, 73.213318
2017-04-30 00:34:54 +0800, HTU21D, 24.433289, 73.181351
2017-04-30 00:35:24 +0800, HTU21D, 24.433289, 73.169151
2017-04-30 00:35:55 +0800, HTU21D, 24.431145, 73.142883
2017-04-30 00:36:25 +0800, HTU21D, 24.446157, 73.096306
2017-04-30 00:36:56 +0800, HTU21D, 24.452595, 73.065224
2017-04-30 00:37:26 +0800, HTU21D, 24.459028, 73.076874
2017-04-30 00:37:56 +0800, HTU21D, 24.424709, 73.202957
2017-04-30 00:38:27 +0800, HTU21D, 24.409693, 73.287674
2017-04-30 00:38:57 +0800, HTU21D, 24.409695, 73.280045
2017-04-30 00:39:28 +0800, HTU21D, 24.418274, 73.215729
2017-04-30 00:39:58 +0800, HTU21D, 24.426853, 73.210907
2017-04-30 00:40:28 +0800, HTU21D, 24.424709, 73.227371
2017-04-30 00:40:59 +0800, HTU21D, 24.407549, 73.276672
2017-04-30 00:41:29 +0800, HTU21D, 24.403259, 73.330956
2017-04-30 00:42:00 +0800, HTU21D, 24.394680, 73.366287
2017-04-30 00:42:30 +0800, HTU21D, 24.411839, 73.275787
2017-04-30 00:43:01 +0800, HTU21D, 24.403255, 73.288231
2017-04-30 00:43:31 +0800, HTU21D, 24.394678, 73.366295
2017-04-30 00:44:01 +0800, HTU21D, 24.407551, 73.328552
2017-04-30 00:44:32 +0800, HTU21D, 24.426853, 73.206322
2017-04-30 00:45:02 +0800, HTU21D, 24.424709, 73.215164
2017-04-30 00:45:33 +0800, HTU21D, 24.426853, 73.209381
2017-04-30 00:46:03 +0800, HTU21D, 24.433290, 73.204239
2017-04-30 00:46:34 +0800, HTU21D, 24.422565, 73.225517
2017-04-30 00:47:04 +0800, HTU21D, 24.409693, 73.318192
2017-04-30 00:47:34 +0800, HTU21D, 24.398968, 73.328789
2017-04-30 00:48:05 +0800, HTU21D, 24.407551, 73.378906
2017-04-30 00:48:35 +0800, HTU21D, 24.411839, 73.333778
2017-04-30 00:49:06 +0800, HTU21D, 24.426853, 73.253632
2017-04-30 00:49:36 +0800, HTU21D, 24.418274, 73.267601
2017-04-30 00:50:07 +0800, HTU21D, 24.418274, 73.241661
2017-04-30 00:50:37 +0800, HTU21D, 24.413982, 73.283745
2017-04-30 00:51:07 +0800, HTU21D, 24.405405, 73.297714
2017-04-30 00:51:38 +0800, HTU21D, 24.413982, 73.314262
2017-04-30 00:52:08 +0800, HTU21D, 24.409693, 73.316666
2017-04-30 00:52:39 +0800, HTU21D, 24.409693, 73.331924
2017-04-30 00:53:09 +0800, HTU21D, 24.392536, 73.388855
2017-04-30 00:53:40 +0800, HTU21D, 24.381809, 73.454391
2017-04-30 00:54:10 +0800, HTU21D, 24.390388, 73.385483
2017-04-30 00:54:41 +0800, HTU21D, 24.381809, 73.411667
2017-04-30 00:55:11 +0800, HTU21D, 24.383953, 73.392151
2017-04-30 00:55:41 +0800, HTU21D, 24.377520, 73.438492
2017-04-30 00:56:12 +0800, HTU21D, 24.373228, 73.442421
2017-04-30 00:56:42 +0800, HTU21D, 24.371084, 73.480247
2017-04-30 00:57:13 +0800, HTU21D, 24.360361, 73.457275
2017-04-30 00:57:43 +0800, HTU21D, 24.353924, 73.500565
2017-04-30 00:58:14 +0800, HTU21D, 24.362505, 73.492691
2017-04-30 00:58:44 +0800, HTU21D, 24.386099, 73.413834
